t,Node,Event_Type,inc_id,Pattern
2021-01-26 20:01:02,node757,att eag smpp gateway,,node757__att eag smpp gateway
2021-01-26 20:01:02,node758,listrak prod https,,node758__listrak prod https
2021-01-26 20:01:02,node758,elavon it httpvpn,,node758__elavon it httpvpn
2021-01-26 20:01:02,node752,elavon it httpvpn,,node752__elavon it httpvpn
2021-01-26 20:01:14,node3867.company.com,product435: etype68,,node3867.company.com__product435: etype68
2021-01-26 20:01:28,node1837.company.com,procproduct132status,,node1837.company.com__procproduct132status
2021-01-26 20:02:22,node4410.company.com,qualityofservicealarm tkproduct29903001: custom kpi threshold crossed,,node4410.company.com__qualityofservicealarm tkproduct29903001: custom kpi threshold crossed
2021-01-26 20:02:23,node4410.company.com,qualityofservicealarm tkproduct29903001: custom kpi threshold crossed,,node4410.company.com__qualityofservicealarm tkproduct29903001: custom kpi threshold crossed
2021-01-26 20:03:21,node978.company.com,product127 titan7 management,,node978.company.com__product127 titan7 management
2021-01-26 20:03:24,node941,ch3p-product170-mqueue,,node941__ch3p-product170-mqueue
2021-01-26 20:03:39,node3269,lkf bn400189-00,,node3269__lkf bn400189-00
2021-01-26 20:03:44,node1581.company.com,product127 titan7 high-availability,,node1581.company.com__product127 titan7 high-availability
2021-01-26 20:03:56,node3747.company.com,node3747,INC000000895458,node3747.company.com__node3747
2021-01-26 20:04:12,node940,ch3p-product170-mqueue,,node940__ch3p-product170-mqueue
2021-01-26 20:04:33,node5300.company.com,netscreentrapvpn,,node5300.company.com__netscreentrapvpn
2021-01-26 20:04:38,node945,ch3p-product170-mqueue,,node945__ch3p-product170-mqueue
2021-01-26 20:04:41,node766,etype28 gateway down: critical ,,node766__etype28 gateway down: critical 
2021-01-26 20:04:58,node1712.company.com,etype69,,node1712.company.com__etype69
2021-01-26 20:05:00,node1712.company.com,etype69,,node1712.company.com__etype69
2021-01-26 20:05:20,node1324,[report_product51] failed reports on node1324,,node1324__[report_product51] failed reports on node1324
2021-01-26 20:05:31,node5031,sun5-product170-mqueue,,node5031__sun5-product170-mqueue
2021-01-26 20:05:38,node5039,sun5-product170-mqueue,,node5039__sun5-product170-mqueue
2021-01-26 20:05:56,node5076, electronic data transport (product117) application alarm ,INC000000895457,node5076__ electronic data transport (product117) application alarm 
2021-01-26 20:06:16,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 20:06:23,node906,ch3p-product170-mqueue,,node906__ch3p-product170-mqueue
2021-01-26 20:06:26,node4506.company.com,spg,CRQ000000199956,node4506.company.com__spg
2021-01-26 20:06:30,node3874,sun5-product170-mqueue,,node3874__sun5-product170-mqueue
2021-01-26 20:06:43,node5139.company.com,swproduct135entry ,,node5139.company.com__swproduct135entry 
2021-01-26 20:07:26,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 20:07:33,node4421,product351 customoid,,node4421__product351 customoid
2021-01-26 20:07:43,node1497.company.com,saop product363 sms gw product363-sms-gateway/product8.log,INC000000895519,node1497.company.com__saop product363 sms gw product363-sms-gateway/product8.log
2021-01-26 20:07:44,node3966,product351 customoid,,node3966__product351 customoid
2021-01-26 20:07:44,node1416,product99_product183 customoid,,node1416__product99_product183 customoid
2021-01-26 20:07:47,node1581.company.com,product127 titan7 high-availability,,node1581.company.com__product127 titan7 high-availability
2021-01-26 20:07:48,node1501.company.com,class: com.company.product363.product195queue.consumer.consumertask - line number: 86,INC000000895519,node1501.company.com__class: com.company.product363.product195queue.consumer.consumertask - line number: 86
2021-01-26 20:07:48,node1501.company.com,class: com.company.product363.product195queue.messageprocessor.outboundqueuemessageprocessor - line number: 85,INC000000895519,node1501.company.com__class: com.company.product363.product195queue.messageprocessor.outboundqueuemessageprocessor - line number: 85
2021-01-26 20:07:48,node1501.company.com,class: com.company.product363.core.message_sending.messagebiller - line number: 101,INC000000895519,node1501.company.com__class: com.company.product363.core.message_sending.messagebiller - line number: 101
2021-01-26 20:07:48,node1501.company.com,class: com.company.product363.core.message_sending.messagefilter - line number: 123,INC000000895519,node1501.company.com__class: com.company.product363.core.message_sending.messagefilter - line number: 123
2021-01-26 20:07:48,node1501.company.com,class: com.company.product363.core.message_sending.messagesender - line number: 146,INC000000895519,node1501.company.com__class: com.company.product363.core.message_sending.messagesender - line number: 146
2021-01-26 20:08:05,node1549.company.com,class: com.company.product363.core.message_sending.messagebiller - line number: 101,INC000000895519,node1549.company.com__class: com.company.product363.core.message_sending.messagebiller - line number: 101
2021-01-26 20:08:05,node1549.company.com,class: com.company.product363.product195queue.consumer.consumertask - line number: 86,INC000000895519,node1549.company.com__class: com.company.product363.product195queue.consumer.consumertask - line number: 86
2021-01-26 20:08:05,node1549.company.com,class: com.company.product363.product195queue.messageprocessor.outboundqueuemessageprocessor - line number: 85,INC000000895519,node1549.company.com__class: com.company.product363.product195queue.messageprocessor.outboundqueuemessageprocessor - line number: 85
2021-01-26 20:08:05,node1549.company.com,class: com.company.product363.core.message_sending.messagefilter - line number: 123,INC000000895519,node1549.company.com__class: com.company.product363.core.message_sending.messagefilter - line number: 123
2021-01-26 20:08:05,node1549.company.com,class: com.company.product363.core.message_sending.messagesender - line number: 146,INC000000895519,node1549.company.com__class: com.company.product363.core.message_sending.messagesender - line number: 146
2021-01-26 20:08:12,node4510.company.co.in,status,,node4510.company.co.in__status
2021-01-26 20:08:19,node3868.company.com,product435: etype68,,node3868.company.com__product435: etype68
2021-01-26 20:08:24,node1333,product99_product183 disk,,node1333__product99_product183 disk
2021-01-26 20:08:28,node3865.company.com,product435: etype68,,node3865.company.com__product435: etype68
2021-01-26 20:08:43,node906,ch3p-product170-mqueue,,node906__ch3p-product170-mqueue
2021-01-26 20:08:55,node5142.company.com,swproduct135entry ,,node5142.company.com__swproduct135entry 
2021-01-26 20:09:43,node5033,sun5-product170-mqueue,,node5033__sun5-product170-mqueue
2021-01-26 20:09:53,node5103,node5641,,node5103__node5641
2021-01-26 20:09:56,node5145.company.com,swproduct135entry ,,node5145.company.com__swproduct135entry 
2021-01-26 20:10:01,node712,product117_file_monitor,,node712__product117_file_monitor
2021-01-26 20:10:02,node967,product117_file_monitor,,node967__product117_file_monitor
2021-01-26 20:10:02,node965,product117_file_monitor,,node965__product117_file_monitor
2021-01-26 20:10:03,node906,ch3p-product170-mqueue,,node906__ch3p-product170-mqueue
2021-01-26 20:10:16,node640,product87 customoid,,node640__product87 customoid
2021-01-26 20:10:58,node5143.company.com,swproduct135entry ,,node5143.company.com__swproduct135entry 
2021-01-26 20:12:06,node3345,product380 kpi - product132,,node3345__product380 kpi - product132
2021-01-26 20:12:07,node1149,product380 kpi - product389,,node1149__product380 kpi - product389
2021-01-26 20:12:07,node3278,product380 kpi - product112,,node3278__product380 kpi - product112
2021-01-26 20:13:17,node5146.company.com,swproduct135entry ,,node5146.company.com__swproduct135entry 
2021-01-26 20:13:20,node5156.company.com,swproduct135entry ,,node5156.company.com__swproduct135entry 
2021-01-26 20:13:26,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 20:13:29,node3337.company.com,swproduct135entry ,,node3337.company.com__swproduct135entry 
2021-01-26 20:13:33,node5350,lkf b7405013-03,,node5350__lkf b7405013-03
2021-01-26 20:13:53,node906,ch3p-product170-mqueue,,node906__ch3p-product170-mqueue
2021-01-26 20:14:24,node1312.company.com,class: com.company.product363.core.message_originator.messageoriginator - line number: 937,INC000000895519,node1312.company.com__class: com.company.product363.core.message_originator.messageoriginator - line number: 937
2021-01-26 20:14:24,node1312.company.com,class: com.company.product363.core.util.product363messageproducer - line number: 37,INC000000895519,node1312.company.com__class: com.company.product363.core.util.product363messageproducer - line number: 37
2021-01-26 20:14:24,node1312.company.com,class: com.company.product363.core.message_originator.messageoriginator - line number: 938,INC000000895519,node1312.company.com__class: com.company.product363.core.message_originator.messageoriginator - line number: 938
2021-01-26 20:14:24,node1312.company.com,class: com.company.product363.core.message_originator.messageoriginator - line number: 936,INC000000895519,node1312.company.com__class: com.company.product363.core.message_originator.messageoriginator - line number: 936
2021-01-26 20:14:24,node1312.company.com,class: com.company.product363.product195queue.producer.product195avroproducer - line number: 62,INC000000895519,node1312.company.com__class: com.company.product363.product195queue.producer.product195avroproducer - line number: 62
2021-01-26 20:14:44,node5114.company.com,swproduct135entry ,,node5114.company.com__swproduct135entry 
2021-01-26 20:14:59,node5147.company.com,swproduct135entry ,,node5147.company.com__swproduct135entry 
2021-01-26 20:15:11,node5352,lkf bn401188-00,,node5352__lkf bn401188-00
2021-01-26 20:15:26,node5118.company.com,swproduct135entry ,,node5118.company.com__swproduct135entry 
2021-01-26 20:15:34,node5138.company.com,swproduct135entry ,,node5138.company.com__swproduct135entry 
2021-01-26 20:16:24,node4354,antares,,node4354__antares
2021-01-26 20:16:31,node5031,sun5-product170-mqueue,,node5031__sun5-product170-mqueue
2021-01-26 20:16:38,node5039,sun5-product170-mqueue,,node5039__sun5-product170-mqueue
2021-01-26 20:16:41,node5352,lkf bn401189-00,,node5352__lkf bn401189-00
2021-01-26 20:17:30,node5076,g803041 apps | node1183 | metric cpu usage = 100% ,INC000000895600,node5076__g803041 apps | node1183 | metric cpu usage = 100% 
2021-01-26 20:17:43,node5117.company.com,swproduct135entry ,,node5117.company.com__swproduct135entry 
2021-01-26 20:18:12,node3323.company.com,swproduct135entry ,,node3323.company.com__swproduct135entry 
2021-01-26 20:18:12,node3877,sun5-product170-mqueue,,node3877__sun5-product170-mqueue
2021-01-26 20:18:18,node5300.company.com,netscreentrapvpn,,node5300.company.com__netscreentrapvpn
2021-01-26 20:18:21,node4410.company.com,qualityofservicealarm tkproduct29903001: custom kpi threshold crossed,,node4410.company.com__qualityofservicealarm tkproduct29903001: custom kpi threshold crossed
2021-01-26 20:18:25,node1333,product99_product183 disk,,node1333__product99_product183 disk
2021-01-26 20:18:28,node5209.company.com,swproduct135entry ,,node5209.company.com__swproduct135entry 
2021-01-26 20:18:35,node4597.company.com,jnxfruremovalorinsert,,node4597.company.com__jnxfruremovalorinsert
2021-01-26 20:18:38,node5210.company.com,swproduct135entry ,,node5210.company.com__swproduct135entry 
2021-01-26 20:18:58,node4410.company.com,qualityofservicealarm tkproduct29903001: custom kpi threshold crossed,,node4410.company.com__qualityofservicealarm tkproduct29903001: custom kpi threshold crossed
2021-01-26 20:19:02,node1858.company.com,mes cds log,,node1858.company.com__mes cds log
2021-01-26 20:19:29,node526,lkf bi601302-00,,node526__lkf bi601302-00
2021-01-26 20:19:41,node5178.company.com,swproduct135entry ,,node5178.company.com__swproduct135entry 
2021-01-26 20:19:53,node5076,g803041 apps | node3747 | node down,INC000000895458,node5076__g803041 apps | node3747 | node down
2021-01-26 20:20:21,node4410.company.com,qualityofservicealarm tkproduct29903001: custom kpi threshold crossed,,node4410.company.com__qualityofservicealarm tkproduct29903001: custom kpi threshold crossed
2021-01-26 20:20:30,node4410.company.com,qualityofservicealarm tkproduct29903001: custom kpi threshold crossed,,node4410.company.com__qualityofservicealarm tkproduct29903001: custom kpi threshold crossed
2021-01-26 20:20:34,node1727,dal-product302-acg-sms-002,INC000000894158,node1727__dal-product302-acg-sms-002
2021-01-26 20:20:55,node5154.company.com,swproduct135entry ,,node5154.company.com__swproduct135entry 
2021-01-26 20:20:56,node1726,dal-product302-acg-sms-001,INC000000894158,node1726__dal-product302-acg-sms-001
2021-01-26 20:21:09,node3966,diameterworkerexecutor queue size=100 msgprocessorexecutor queue size=100 ascoutmsgworkerexecutor queue size=100 ruleprocessortaskexecutor queue size=500,INC000000895280,node3966__diameterworkerexecutor queue size=100 msgprocessorexecutor queue size=100 ascoutmsgworkerexecutor queue size=100 ruleprocessortaskexecutor queue size=500
2021-01-26 20:21:32,node3965,[^redis.clients.jedis.exceptions.jedisproduct77ion].*exception.*,INC000000895280,node3965__[^redis.clients.jedis.exceptions.jedisproduct77ion].*exception.*
2021-01-26 20:21:45,node3322.company.com,swproduct135entry ,,node3322.company.com__swproduct135entry 
2021-01-26 20:21:51,node3850.company.com,m3ua appserver status,,node3850.company.com__m3ua appserver status
2021-01-26 20:22:02,node3875,sun5-product170-mqueue,,node3875__sun5-product170-mqueue
2021-01-26 20:22:08,node5121.company.com,swproduct135entry ,,node5121.company.com__swproduct135entry 
2021-01-26 20:22:16,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 20:22:22,node3965,diameterworkerexecutor queue size=100 msgprocessorexecutor queue size=100 ascoutmsgworkerexecutor queue size=100 ruleprocessortaskexecutor queue size=500,INC000000895280,node3965__diameterworkerexecutor queue size=100 msgprocessorexecutor queue size=100 ascoutmsgworkerexecutor queue size=100 ruleprocessortaskexecutor queue size=500
2021-01-26 20:22:45,node4962.company.com,product153sim_staging allslavempdisproduct77ed,INC000000894884,node4962.company.com__product153sim_staging allslavempdisproduct77ed
2021-01-26 20:22:45,node3682.company.com,product153sim_staging allmastermpdisproduct77ed,INC000000894884,node3682.company.com__product153sim_staging allmastermpdisproduct77ed
2021-01-26 20:22:45,node3682.company.com,product153sim_staging mpdisproduct77ed,INC000000894884,node3682.company.com__product153sim_staging mpdisproduct77ed
2021-01-26 20:22:45,node4962.company.com,product153sim_staging mpdisproduct77ed,INC000000894884,node4962.company.com__product153sim_staging mpdisproduct77ed
2021-01-26 20:22:55,node5184.company.com,swproduct135entry ,,node5184.company.com__swproduct135entry 
2021-01-26 20:23:12,node949,ch3p-product170-mqueue,,node949__ch3p-product170-mqueue
2021-01-26 20:23:25,node3556,product92 customoid,,node3556__product92 customoid
2021-01-26 20:24:18,node4597.company.com,jnxfruremovalorinsert,,node4597.company.com__jnxfruremovalorinsert
2021-01-26 20:24:31,node5300.company.com,netscreentrapvpn,,node5300.company.com__netscreentrapvpn
2021-01-26 20:24:35,node1732,dal-product302-hub-sms-003,,node1732__dal-product302-hub-sms-003
2021-01-26 20:24:35,node4354,antares,,node4354__antares
2021-01-26 20:25:02,node3626.company.com, javaexception,,node3626.company.com__ javaexception
2021-01-26 20:25:24,node1324,[report_product51] failed reports on node1324,,node1324__[report_product51] failed reports on node1324
2021-01-26 20:25:25,node1565,product71 customoid,,node1565__product71 customoid
2021-01-26 20:25:26,node1325.company.com,[report_product51] failed reports on node1325.company.com,,node1325.company.com__[report_product51] failed reports on node1325.company.com
2021-01-26 20:25:37,node3895,sun5-product170-mqueue,,node3895__sun5-product170-mqueue
2021-01-26 20:25:46,node3966,[^redis.clients.jedis.exceptions.jedisproduct77ion].*exception.*,INC000000895280,node3966__[^redis.clients.jedis.exceptions.jedisproduct77ion].*exception.*
2021-01-26 20:25:56,node3313.company.com,swproduct135entry ,,node3313.company.com__swproduct135entry 
2021-01-26 20:26:04,node4260,product380 kpi - product220,INC000000887854,node4260__product380 kpi - product220
2021-01-26 20:26:04,node4260,product380 kpi - product220,INC000000887854,node4260__product380 kpi - product220
2021-01-26 20:26:04,node4260,product380 kpi - product220,INC000000887854,node4260__product380 kpi - product220
2021-01-26 20:26:04,node4260,product380 kpi - product220,INC000000887854,node4260__product380 kpi - product220
2021-01-26 20:26:04,node4260,product380 kpi - product220,INC000000887854,node4260__product380 kpi - product220
2021-01-26 20:26:04,node4260,product380 kpi - product220,INC000000887854,node4260__product380 kpi - product220
2021-01-26 20:26:04,node4260,product380 kpi - product220,INC000000887854,node4260__product380 kpi - product220
2021-01-26 20:26:04,node4260,product380 kpi - product220,INC000000887854,node4260__product380 kpi - product220
2021-01-26 20:26:04,node4260,product380 kpi - product220,INC000000887854,node4260__product380 kpi - product220
2021-01-26 20:26:04,node4260,product380 kpi - product220,INC000000887854,node4260__product380 kpi - product220
2021-01-26 20:26:04,node4260,product380 kpi - product220,INC000000887854,node4260__product380 kpi - product220
2021-01-26 20:26:04,node4260,product380 kpi - product220,INC000000887854,node4260__product380 kpi - product220
2021-01-26 20:26:04,node3278,product380 kpi - product112,,node3278__product380 kpi - product112
2021-01-26 20:26:04,node4260,product380 kpi - product220,INC000000887854,node4260__product380 kpi - product220
2021-01-26 20:26:54,node4807.company.com,swproduct135entry ,,node4807.company.com__swproduct135entry 
2021-01-26 20:26:58,node978.company.com,product127 titan7 management,,node978.company.com__product127 titan7 management
2021-01-26 20:27:26,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 20:27:26,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 20:27:28,node506,lkf b7307097-00,,node506__lkf b7307097-00
2021-01-26 20:27:28,node3583,lkf b7306097-00,,node3583__lkf b7306097-00
2021-01-26 20:27:30,node3874,sun5-product170-mqueue,,node3874__sun5-product170-mqueue
2021-01-26 20:27:38,node526,lkf bi601302-00,,node526__lkf bi601302-00
2021-01-26 20:27:38,node5039,sun5-product170-mqueue,,node5039__sun5-product170-mqueue
2021-01-26 20:27:44,node5352,lkf bn401188-00,,node5352__lkf bn401188-00
2021-01-26 20:28:03,node4260,product380 kpi - product220,INC000000887854,node4260__product380 kpi - product220
2021-01-26 20:28:03,node4260,product380 kpi - product220,INC000000887854,node4260__product380 kpi - product220
2021-01-26 20:28:03,node4260,product380 kpi - product220,INC000000887854,node4260__product380 kpi - product220
2021-01-26 20:28:23,node1333,product99_product183 disk,INC000000895420,node1333__product99_product183 disk
2021-01-26 20:28:26,node1478,company api orchestration node4467 (saop) disk,INC000000895519,node1478__company api orchestration node4467 (saop) disk
2021-01-26 20:28:27,node5024,sun5-product170-mqueue,,node5024__sun5-product170-mqueue
2021-01-26 20:29:04,node4506.company.com,spg,CRQ000000199956,node4506.company.com__spg
2021-01-26 20:29:30,node5159.company.com,swproduct135entry ,,node5159.company.com__swproduct135entry 
2021-01-26 20:29:34,node4506.company.com,spg,,node4506.company.com__spg
2021-01-26 20:29:34,node4506.company.com,spg,,node4506.company.com__spg
2021-01-26 20:29:36,node4048.company.com,mes cds log,,node4048.company.com__mes cds log
2021-01-26 20:29:38,node1859.company.com,mes cds log,,node1859.company.com__mes cds log
2021-01-26 20:29:48,node3309.company.com,swproduct135entry ,,node3309.company.com__swproduct135entry 
2021-01-26 20:30:01,node3386,product92-td35tarfiles stuck product51,,node3386__product92-td35tarfiles stuck product51
2021-01-26 20:30:05,node4315,product380 kpi - product237,,node4315__product380 kpi - product237
2021-01-26 20:30:17,node1581.company.com,product127 titan7 high-availability,,node1581.company.com__product127 titan7 high-availability
2021-01-26 20:30:20,node4025.company.com,procproduct132status,,node4025.company.com__procproduct132status
2021-01-26 20:31:02,node1383,elavon it httpvpn,,node1383__elavon it httpvpn
2021-01-26 20:31:02,node751,product355 https,,node751__product355 https
2021-01-26 20:31:02,node752,product355 https,,node752__product355 https
2021-01-26 20:31:02,node751,elavon it httpvpn,,node751__elavon it httpvpn
2021-01-26 20:31:02,node754,product355 https,,node754__product355 https
2021-01-26 20:31:02,node758,elavon it httpvpn,,node758__elavon it httpvpn
2021-01-26 20:31:02,node756,elavon it httpvpn,,node756__elavon it httpvpn
2021-01-26 20:31:02,node758,product355 https,,node758__product355 https
2021-01-26 20:31:02,node1388,idimension for product389v sales,,node1388__idimension for product389v sales
2021-01-26 20:31:02,node1385,product355 https,,node1385__product355 https
2021-01-26 20:31:02,node1387,product355 https,,node1387__product355 https
2021-01-26 20:31:02,node753,product355 https,,node753__product355 https
2021-01-26 20:31:02,node1380,elavon it httpvpn,,node1380__elavon it httpvpn
2021-01-26 20:31:02,node752,elavon it httpvpn,,node752__elavon it httpvpn
2021-01-26 20:31:02,node755,elavon it httpvpn,,node755__elavon it httpvpn
2021-01-26 20:31:02,node1381,elavon it httpvpn,,node1381__elavon it httpvpn
2021-01-26 20:31:02,node1386,product355 https,,node1386__product355 https
2021-01-26 20:31:06,node1858.company.com,mes cds log,,node1858.company.com__mes cds log
2021-01-26 20:31:33,node5133.company.com,swproduct135entry ,,node5133.company.com__swproduct135entry 
2021-01-26 20:32:08,node5125.company.com,swproduct135entry ,,node5125.company.com__swproduct135entry 
2021-01-26 20:32:09,node1630,dallas lc mqueue,,node1630__dallas lc mqueue
2021-01-26 20:32:13,node1836.company.com,procproduct132status,,node1836.company.com__procproduct132status
2021-01-26 20:32:46,node1220.company.com,mes-node331 log: node5581,,node1220.company.com__mes-node331 log: node5581
2021-01-26 20:32:46,node1220.company.com,mes-node331 log: node5581,,node1220.company.com__mes-node331 log: node5581
2021-01-26 20:32:52,node978.company.com,product127 titan7 management,,node978.company.com__product127 titan7 management
2021-01-26 20:33:02,node3875,sun5-product170-mqueue,,node3875__sun5-product170-mqueue
2021-01-26 20:33:14,node1224.company.com,mes-node331 log: node5581,,node1224.company.com__mes-node331 log: node5581
2021-01-26 20:33:14,node1224.company.com,mes-node331 log: node5581,,node1224.company.com__mes-node331 log: node5581
2021-01-26 20:33:15,node5352,lkf bn401188-00,,node5352__lkf bn401188-00
2021-01-26 20:33:33,node1222.company.com,mes-node331 log: node5581,,node1222.company.com__mes-node331 log: node5581
2021-01-26 20:33:33,node1222.company.com,mes-node331 log: node5581,,node1222.company.com__mes-node331 log: node5581
2021-01-26 20:33:36,node1610.company.com,mes-node331 log: node5581,,node1610.company.com__mes-node331 log: node5581
2021-01-26 20:33:36,node1610.company.com,mes-node331 log: node5581,,node1610.company.com__mes-node331 log: node5581
2021-01-26 20:33:38,node3759.company.com,gi2/0/20,INC000000888411,node3759.company.com__gi2/0/20
2021-01-26 20:33:38,node3759.company.com,gi1/0/20,INC000000888411,node3759.company.com__gi1/0/20
2021-01-26 20:33:44,node1226.company.com,mes-node331 log: node5581,,node1226.company.com__mes-node331 log: node5581
2021-01-26 20:33:44,node1226.company.com,mes-node331 log: node5581,,node1226.company.com__mes-node331 log: node5581
2021-01-26 20:33:50,node1228.company.com,mes-node331 log: node5581,,node1228.company.com__mes-node331 log: node5581
2021-01-26 20:33:50,node1228.company.com,mes-node331 log: node5581,,node1228.company.com__mes-node331 log: node5581
2021-01-26 20:34:01,node1612.company.com,mes-node331 log: node5581,,node1612.company.com__mes-node331 log: node5581
2021-01-26 20:34:01,node1612.company.com,mes-node331 log: node5581,,node1612.company.com__mes-node331 log: node5581
2021-01-26 20:34:04,node1610.company.com,mes-node331 log: node5581,,node1610.company.com__mes-node331 log: node5581
2021-01-26 20:34:06,node1226.company.com,mes-node331 log: node5581,,node1226.company.com__mes-node331 log: node5581
2021-01-26 20:34:16,node2011.company.com,endpoint not sending data,INC000000895369,node2011.company.com__endpoint not sending data
2021-01-26 20:34:17,node2011.company.com,endpoint not sending data,INC000000895369,node2011.company.com__endpoint not sending data
2021-01-26 20:34:17,node2011.company.com,endpoint not sending data,INC000000895369,node2011.company.com__endpoint not sending data
2021-01-26 20:34:17,node2011.company.com,endpoint not sending data,INC000000895369,node2011.company.com__endpoint not sending data
2021-01-26 20:34:31,node1224.company.com,mes-node331 log: node5581,,node1224.company.com__mes-node331 log: node5581
2021-01-26 20:34:32,node3856.company.com,b7912354-00,,node3856.company.com__b7912354-00
2021-01-26 20:34:42,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 20:34:43,node3321.company.com,swproduct135entry ,,node3321.company.com__swproduct135entry 
2021-01-26 20:34:51,node4410.company.com,qualityofservicealarm tkproduct29903001: custom kpi threshold crossed,,node4410.company.com__qualityofservicealarm tkproduct29903001: custom kpi threshold crossed
2021-01-26 20:34:53,node5103,node5641,,node5103__node5641
2021-01-26 20:35:00,node1611.company.com,mes-node331 log: node5581,,node1611.company.com__mes-node331 log: node5581
2021-01-26 20:35:00,node1611.company.com,mes-node331 log: node5581,,node1611.company.com__mes-node331 log: node5581
2021-01-26 20:35:01,node993,product92-evt,,node993__product92-evt
2021-01-26 20:35:09,node1394,etype28 gateway down: critical ,,node1394__etype28 gateway down: critical 
2021-01-26 20:35:12,node3877,sun5-product170-mqueue,,node3877__sun5-product170-mqueue
2021-01-26 20:35:14,node3315.company.com,swproduct135entry ,,node3315.company.com__swproduct135entry 
2021-01-26 20:35:22,node4410.company.com,qualityofservicealarm tkproduct29903001: custom kpi threshold crossed,,node4410.company.com__qualityofservicealarm tkproduct29903001: custom kpi threshold crossed
2021-01-26 20:35:22,node1324,[report_product51] failed reports on node1324,,node1324__[report_product51] failed reports on node1324
2021-01-26 20:35:23,node1325.company.com,[report_product51] failed reports on node1325.company.com,,node1325.company.com__[report_product51] failed reports on node1325.company.com
2021-01-26 20:35:26,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 20:35:26,node5301.company.com,netscreentrapvpn,,node5301.company.com__netscreentrapvpn
2021-01-26 20:35:53,node906,ch3p-product170-mqueue,,node906__ch3p-product170-mqueue
2021-01-26 20:35:57,node5211.company.com,swproduct135entry ,,node5211.company.com__swproduct135entry 
2021-01-26 20:35:58,node4071.company.com,[job product51] : start_delayed on eu_had,INC000000895799,node4071.company.com__[job product51] : start_delayed on eu_had
2021-01-26 20:35:58,node4071.company.com,[job product51] : start_delayed on eu_had,,node4071.company.com__[job product51] : start_delayed on eu_had
2021-01-26 20:36:13,node5144.company.com,swproduct135entry ,,node5144.company.com__swproduct135entry 
2021-01-26 20:36:48,node4050.company.com,mes cds log,,node4050.company.com__mes cds log
2021-01-26 20:37:06,node3876,sun5-product170-mqueue,,node3876__sun5-product170-mqueue
2021-01-26 20:37:20,node506,lkf b7307056-01,,node506__lkf b7307056-01
2021-01-26 20:37:20,node506,lkf b7307057-00,,node506__lkf b7307057-00
2021-01-26 20:37:21,node829.company.com,product355 - saf-ftp-visproduct160-push-fm99005-error.log,,node829.company.com__product355 - saf-ftp-visproduct160-push-fm99005-error.log
2021-01-26 20:38:03,node1411.company.com,product182 egressrequesttoproduct127serverfail,,node1411.company.com__product182 egressrequesttoproduct127serverfail
2021-01-26 20:38:05,node4048.company.com,mes cds log,,node4048.company.com__mes cds log
2021-01-26 20:38:22,node3556,product92 customoid,,node3556__product92 customoid
2021-01-26 20:38:38,node5039,sun5-product170-mqueue,,node5039__sun5-product170-mqueue
2021-01-26 20:38:46,node5352,lkf bn401189-00,,node5352__lkf bn401189-00
2021-01-26 20:38:50,node978.company.com,product127 titan7 npg,,node978.company.com__product127 titan7 npg
2021-01-26 20:39:41,node3859.company.com,m3ua appserver status,,node3859.company.com__m3ua appserver status
2021-01-26 20:39:42,node5149.company.com,swproduct135entry ,,node5149.company.com__swproduct135entry 
2021-01-26 20:39:42,node1156.company.com,bng-3702-4-06@default location,INC000000890327,node1156.company.com__bng-3702-4-06@default location
2021-01-26 20:39:42,node1156.company.com,bng-3702-4-05@default location,INC000000890327,node1156.company.com__bng-3702-4-05@default location
2021-01-26 20:39:43,node3859.company.com,m3ua appserver status,INC000000895534,node3859.company.com__m3ua appserver status
2021-01-26 20:39:44,node4760.company.com,newroot,INC000000895602,node4760.company.com__newroot
2021-01-26 20:39:49,node501.company.com,etype69,,node501.company.com__etype69
2021-01-26 20:40:01,node965,product117_file_monitor,,node965__product117_file_monitor
2021-01-26 20:40:01,node712,product117_file_monitor,,node712__product117_file_monitor
2021-01-26 20:40:03,node713,product117_file_monitor,,node713__product117_file_monitor
2021-01-26 20:40:04,node3345,product380 kpi - product132,,node3345__product380 kpi - product132
2021-01-26 20:40:18,node5268.company.com,link state,,node5268.company.com__link state
2021-01-26 20:40:45,node5076,g803041 product374 | philadelphia | system dynamic database is inconsistent card 3111,INC000000895368,node5076__g803041 product374 | philadelphia | system dynamic database is inconsistent card 3111
2021-01-26 20:41:16,node910,ch3p-product170-mqueue,,node910__ch3p-product170-mqueue
2021-01-26 20:41:16,node910,ch3p-product170-mqueue,,node910__ch3p-product170-mqueue
2021-01-26 20:41:17,node910,ch3p-product170-mqueue,,node910__ch3p-product170-mqueue
2021-01-26 20:41:18,node3767.company.com,gi1/0/7,,node3767.company.com__gi1/0/7
